-1.320784673933874664e+00,1.746732537943523900e-01,-5.530766863542425638e-01,2.842667757035134968e-01,-1.435903356529584896e+00,-3.604014952996915655e-01,-1.696636868998336878e+00,1.120811239652385272e+00,-8.733154015477506693e-01,-4.932852506278174731e-01,1.453584084492713480e+00,3.061841487215732210e-02,-5.420687896272853301e-01,-3.604014952996913435e-01,-5.117149824711612061e-01,4.894933763989746112e-01,-1.139270329768854451e+00,-1.061205365468103956e+00,-7.981750934529804331e-01,-1.041716069770455944e+00,-3.351701437294460906e-01,-1.120383036094552809e+00
-5.154393555773422592e-02,1.705680860862917037e+00,-6.117524976686642413e-01,-1.473020063740455132e+00,3.069387066451156332e-01,1.240384807352477248e+00,1.667488061183215020e+00,1.406753391501323946e+00,1.680552941078136353e+00,8.038829742330227957e-01,-1.549138506626113410e+00,1.389113921737198609e+00,4.678690506446412378e-01,1.240384807352477470e+00,-4.786271662409865568e-01,2.537752685094469829e-01,5.139804041408917445e-01,-8.608539235575989323e-01,-9.747507264154030571e-01,-3.798558893600649800e-01,-5.284333620062542369e-01,2.233745691509459785e+00
1.568357907715117516e+00,1.541027652204737697e+00,-1.337352857161507869e+00,1.347673369741120064e+00,8.799582082682454454e-01,-1.524609715410359945e+00,-2.525204735717255164e-02,-3.958803692464628043e-01,4.856345720985013603e-01,3.502219181066926201e-01,1.689402038218951851e+00,4.198647006221812861e-01,8.308036109687921833e-01,-1.524609715410359945e+00,6.693317103985971350e+00,-9.407610940162250968e-01,1.421977242911369066e+00,1.983609677441467711e-01,-8.213948475739383248e-01,5.645030351014552750e-01,-5.793275756406136567e-01,-8.433286469102643235e-01
-6.804470041224884858e-01,-1.572975075503484144e+00,-4.336945682288198545e-01,-1.611198045638093213e+00,-1.077142733789488993e+00,-5.059275228135251545e-01,1.517950000851250980e+00,-1.048344080293657665e+00,1.196441998628538173e+00,1.442806154212472158e+00,-1.002312755114987519e+00,1.010619139800134736e+00,-1.163435438179861725e+00,-5.059275228135250435e-01,-3.287713791856147760e-01,-2.643031284087545840e-01,-8.471744980495218291e-01,3.415192329844213281e-01,1.368854623092970346e+00,-1.382845033711042060e+00,5.335299561689440528e-01,2.681998482931883254e-01
-1.305538538938365356e+00,-1.149373438058935104e+00,-1.362113661244520380e+00,8.539756078991913579e-01,2.234341846724096359e-01,-3.604014952996915655e-01,1.699754299852008210e-01,3.571890223274778453e-01,-3.013537226806267122e-01,-1.219920133385758110e+00,-3.116386047029017781e-01,3.595549790267967838e-01,5.688585322714361237e-01,-3.604014952996913435e-01,-5.082994659570787555e-01,4.610566037215491630e-01,7.876309587995143913e-01,-4.878768793358606581e-01,1.095383969594277529e+00,3.052171363294752804e-01,-5.904289555417080448e-01,-6.030568787460226926e-02
-1.438942220149070916e+00,-1.264591929147492966e+00,9.549125273441900763e-01,8.896944985128195649e-01,1.070991275809027199e+00,1.094858779838643770e+00,3.643679366637669337e-01,8.200915589617203683e-01,-5.174112478791402792e-01,-1.517026612883113135e+00,-1.561718100857850455e+00,6.957180049701435776e-01,-1.098328809003815243e+00,1.094858779838643992e+00,-6.150343570221582512e-01,2.677193980589416267e+00,5.229297229112853662e-01,-5.365700180952864828e-01,1.760889554775060262e+00,1.198342453140291308e+00,1.302109823361515595e+00,2.731389465999100707e+00
9.585125078947498434e-01,8.048220766106156665e-01,1.648450360407162529e+00,1.557219804973898558e+00,9.126336989942835931e-01,-2.148754677858580320e-01,7.330905638100166932e-01,-1.276179667743767121e+00,1.787686822989834334e-01,1.300131207884798468e-01,2.933183240288423366e-01,-2.234301481184136906e-01,-9.520960031481314756e-01,-2.148754677858578932e-01,-6.940559389747137653e-02,-5.641285468175435414e-01,1.219784155506543483e-01,1.662230064960457776e+00,-5.277731931597404724e-01,7.267012711324114527e-01,9.491810517465686381e-01,-3.109575172216269556e-01
-1.633330441341813044e+00,1.124524320338794459e+00,1.661649357401938421e+00,-1.530980707936731466e+00,1.032338662483972325e+00,2.217026147556425686e-01,-6.210725944756382289e-01,1.013685015424201863e+00,-2.332016074211246404e-01,-1.720700865224350951e+00,-5.459516097995037454e-02,1.486534850617162062e+00,1.118184922843624279e-01,2.217026147556423188e-01,-6.132609157552307844e-01,2.585889120662459462e+00,2.145184013991650873e-01,-6.193562925313359502e-01,-6.412727364135850650e-01,1.024740591789414346e+00,-1.758196899921108669e-01,-6.031691998644081454e-02
6.307206054913021553e-01,-9.797930744550304993e-01,1.296943820858496021e+00,3.334010929708647319e-01,1.295324648946237556e+00,-1.379083687896526245e+00,6.883083035131923877e-01,-1.009222707562921650e+00,7.442000439117691934e-01,1.007924185870915812e+00,5.748911378040684195e-01,1.745817886193731447e-02,-7.204637141341803108e-01,-1.379083687896526467e+00,2.059315073504476068e+00,-8.829282888313954025e-01,5.724837181552089316e-01,1.196308975969585520e+00,1.256210356565557129e+00,8.181167794825252582e-01,7.103884049835238468e-01,-3.831619545763318424e-01
-1.248365532705205894e+00,3.825333492163632276e-02,3.790303487917418002e-01,-2.472104038325743380e-01,1.496388862464036240e+00,-1.670135742924193423e+00,9.185307840596061701e-02,-3.702348143945510817e-02,-8.254390936432284276e-01,3.069353747946914485e-02,1.486080711828287881e-01,1.901115549749296807e-01,5.596563221177882630e-01,-1.670135742924193201e+00,-1.248104801802864321e-16,-9.750004164888282920e-01,1.140659975139989291e+00,4.157557788512621783e-02,8.867505450067587891e-02,1.763004726352138007e+00,-3.412500939048373483e-01,-9.844544331029057849e-02
